date,title,article,author,link
2019-04-16T04:01:48+00:00,【實試】JOOX 免費流動 K 房　 百萬歌庫+拍住歌星齊唱,"四月 15, 2019 •,, ,  •,Tags: ,, ,, ",Lawton,https://unwire.hk/2019/04/15/jooxkroom/hottopic/
2019-04-14T06:44:27+00:00,Xbox One S All-Digital無光碟版主機 　傳歐洲賣229歐元5月初發售,"四月 14, 2019 •,  •,Tags: ",Lawton,https://unwire.hk/2019/04/14/xbox-one-s-all-digital/game-channel/
2019-04-13T00:48:53+00:00,Samsung 印度官網公開手機零件價格,"四月 13, 2019 •,  •,Tags: ,, ,, ",唐美鳳,https://unwire.hk/2019/04/13/samsung-india-mobile-phone-part-cost/mobile-phone/
2019-04-13T21:14:58+00:00,全球第一！台灣麥當勞 6 月停止派發塑膠飲管,"四月 14, 2019 •,  •,Tags: ,, ,, ",唐美鳳,https://unwire.hk/2019/04/14/taiwan-mcdonalds-stop-providing-plastic-straws/life-tech/green-2/
2019-04-12T13:13:00+00:00,【報價】Huawei P30 / P30 Pro / P30 Lite　香港行貨售價+發售日期,"四月 12, 2019 •,  •,Tags: ,, ,, ",Lawton,https://unwire.hk/2019/04/12/huawei-p30p30-prop30-lite/mobile-phone/
2019-04-13T00:45:16+00:00,集體訴訟有效   Google 華為向 Nexus 6P 用戶賠款和解,"四月 13, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/04/13/google-huawei-may-pay-400-owners-bootlooping-nexus-6p/mobile-phone/
2019-04-12T13:05:58+00:00,Sony a7III、a7RIII 無反相機升級　支援動物眼部對焦 + 縮時攝影,"四月 12, 2019 •,  •,Tags: ,, ",Dennis,https://unwire.hk/2019/04/12/sonya7riiianimalaf/dc/
2019-04-12T15:32:27+00:00,【現場評測】Acer Predator Helios 700　拉出鍵盤即超頻,"四月 12, 2019 •,, ,, ,  •,Tags: ,, ,, ,, ",Edward,https://unwire.hk/2019/04/12/acer-predator-helios-700-new-york-review/review-2/
2019-04-15T07:04:10+00:00,【unwire TV】【搶先看】《復仇者聯盟 4》Hot Toys銅鑼灣展　1:1超級英雄+必掃Figure精品,"四月 12, 2019 •,, ,  •",chris,https://unwire.hk/2019/04/12/cwb_ht_endgame/unwire_podcast/
2019-04-13T00:51:55+00:00,程式碼洩 Android 更新將透過 Google Play Store 提供,"四月 13, 2019 •,  •,Tags: ,, ,, ",唐美鳳,https://unwire.hk/2019/04/13/android-system-update-may-provide-in-google-play-store/software/android-app/
2019-04-13T00:55:50+00:00,家長憂慮兒童沉迷「食雞」  尼泊爾政府宣佈禁《PUBG》,"四月 13, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/04/13/playerunknowns-battlegrounds-nepal-ban-addiction/game-channel/
2019-04-12T19:48:05+00:00,迪士尼串流平台 Disney+ 價格公佈　亞太區 2020 年起開通,"四月 13, 2019 •,  •,Tags: ",Dennis,https://unwire.hk/2019/04/13/disneyplus-2/movie-2/
2019-04-12T19:52:08+00:00,《仙劍奇俠傳》趙靈兒 GSC 黏土人接受預訂　DX 版附天蛇杖及聖靈披風,"四月 13, 2019 •,  •,Tags: ",Dennis,https://unwire.hk/2019/04/13/good-smile-company/shop_guide/
2019-04-12T15:40:14+00:00,【評測】MiniS 無線藍牙喇叭　分離式左右喇叭+磁力吸付,"四月 13, 2019 •,, ,  •,Tags: ,, ",Login,https://unwire.hk/2019/04/13/minis-wireless-speaker/shop_guide/
2019-04-13T20:48:29+00:00,Mercedes-AMG GT四門轎跑車、AMG A35 4MATIC 入門車型到港,"四月 13, 2019 •,, ,  •,Tags: ",Lawton,https://unwire.hk/2019/04/13/mercedesbenzamg/life-tech/auto/
2019-04-13T09:39:30+00:00,Sony 自動禁止 PSN 用戶名稱出現冒犯字眼,"四月 13, 2019 •,  •,Tags: ,, ",藍骨,https://unwire.hk/2019/04/13/sony-now-automatically-replaces-offensive-psn-id/game-channel/
2019-04-13T10:26:26+00:00,英國網絡電話亭成為毒品交易溫牀  將採用算式偵測可疑活動,"四月 13, 2019 •,  •,Tags: ,, ,, ",藍骨,https://unwire.hk/2019/04/13/bt-inlink-uk-algorithm-block-calls/fun-tech/
2019-04-13T10:03:14+00:00,富士康將於今年 7 月開始在印度生產 iPhone X,"四月 13, 2019 •,  •,Tags: ,, ,, ",藍骨,https://unwire.hk/2019/04/13/foxconn-iphone-x-india/mobile-phone/
2019-04-13T10:58:04+00:00,SpaceX 將協助 NASA 進行首次小行星導向任務,"四月 13, 2019 •,  •,Tags: ,, ,, ,, ",藍骨,https://unwire.hk/2019/04/13/spacex-wins-launch-contract-first-ever-nasa-mission-redirect-asteroid/fun-tech/
2019-04-13T21:03:48+00:00,韓國 5G 上客速度驚人   短短一星期已有 10 萬人轉用,"四月 14, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/04/14/korea-got-100k-5g-service-subscribers-in-a-week/mobile-phone/
2019-04-13T21:07:11+00:00,華為將在上海車展發表首款 5G 智能汽車,"四月 14, 2019 •,  •,Tags: ,, ,, ",唐美鳳,https://unwire.hk/2019/04/14/huawei-first-car-shanghai-auto-show/life-tech/auto/
2019-04-13T21:11:53+00:00,Facebook 打算將 Messenger 重新整合到手機 App 內,"四月 14, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/04/14/facebook-messenger-app-integration/life-tech/social-network/
2019-04-12T15:35:57+00:00,【搶先看】《復仇者聯盟 4》Hot Toys銅鑼灣展　1:1超級英雄+必掃Figure精品,"四月 12, 2019 •,, ,, ,, ,  •,Tags: ,, ,, ,, ",Lawton,https://unwire.hk/2019/04/12/avengers4show/hottopic/
2019-04-12T08:39:05+00:00,Phantom 音響系統登陸百老匯及豐澤　忠實還原音響細節,"四月 12, 2019 •,, ,, ,  •,Tags: ,, ",Login,https://unwire.hk/2019/04/12/phantom/shop_guide/
2019-04-12T07:47:42+00:00,【評測】黑鯊 2 電競手機   S855處理器性價比高  +  散熱表現佳,"四月 12, 2019 •,, ,, ,, ,  •,Tags: ,, ,, ,, ",藍哥Blue,https://unwire.hk/2019/04/12/black-shark-2/review-2/
2019-04-15T04:53:03+00:00,【現場評測】Acer ConceptD 9 旗艦筆電　設計師專用+熒幕 Pantone 色準,"四月 12, 2019 •,, ,, ,  •,Tags: ,, ,, ,, ,, ,, ",Edward,https://unwire.hk/2019/04/12/acer-conceptd9-newyork-review/notebook/
2019-04-12T08:52:00+00:00,【評測】GP Charge AnyWay – X411充電器一物二用　不含鋰電池+可為充電池充電,"四月 12, 2019 •,  •,Tags: ,, ,, ,, ",小白,https://unwire.hk/2019/04/12/gp-charge-anyway-x411/life-tech/
2019-04-12T11:18:49+00:00,j5create 加推復活節優惠　Ultrabok 專用 USB-C 轉接器方便工作,"四月 12, 2019 •,  •,Tags: ",Login,https://unwire.hk/2019/04/12/j5create/shop_guide/
2019-04-12T08:40:44+00:00,"Uber 申請美國上市向司機派錢　司機可獲高達 10,000 美元獎金","四月 12, 2019 •,  •,Tags: ",Dennis,https://unwire.hk/2019/04/12/uber-8/fun-tech/
2019-04-12T10:30:23+00:00,不想上學測驗　美國兩 14 歲高中學生癱瘓校內 WiFi 被警方拘捕,"四月 12, 2019 •,  •",Dennis,https://unwire.hk/2019/04/12/14yearolddamagewifi/fun-tech/
2019-04-15T04:51:29+00:00,【實試】香港麥當勞App點餐用AlipayHK付款　 手機落單兼付款＋掃碼取餐,"四月 11, 2019 •,, ,  •,Tags: ,, ,, ",Lawton,https://unwire.hk/2019/04/11/alipayhkmcdonaldsapp/life-tech/
2019-04-11T10:56:10+00:00,PSN ID 名稱修改功能正式推出　首次修改免費,"四月 11, 2019 •,  •,Tags: ",Dennis,https://unwire.hk/2019/04/11/psnid/game-channel/
2019-04-11T10:55:44+00:00,Libratone流動音響系列　丹麥品牌歐陸式設計,"四月 11, 2019 •,, ,, ,, ,  •,Tags: ",Lawton,https://unwire.hk/2019/04/11/libratoneaudioproduct/wireless-home/
2019-04-12T16:38:17+00:00,【評測】ASUS ZenBook Flip 筆電    360 度翻轉熒幕+機身超輕薄,"四月 11, 2019 •,, ,, ,, ,  •,Tags: ,, ,, ,, ",藍哥Blue,https://unwire.hk/2019/04/11/asus-zenbook-flip/review-2/
2019-04-11T21:31:51+00:00,英國淘汰紙質火車票   開始改用電子車票,"四月 12, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/04/12/uk-railways-now-turn-to-digital-tickets/life-tech/
2019-04-12T05:39:24+00:00,外媒：Amazon 員工監聽分析 Alexa 錄音　 關閉協助開發者選項仍會被收聽,"四月 12, 2019 •,  •,Tags: ",Dennis,https://unwire.hk/2019/04/12/amazonalexa-2/life-tech/
2019-04-11T21:37:20+00:00,Google 地圖將加入廣告內容   料成為重要收入來源,"四月 12, 2019 •,  •,Tags: ,, ,, ",唐美鳳,https://unwire.hk/2019/04/12/google-may-turn-maps-into-a-cash-machine-by-introducing-ads/life-tech/
2019-04-11T21:41:54+00:00,Google Docs 宣佈支援 Microsoft Office 檔案修改,"四月 12, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/04/12/user-can-now-directly-edit-microsoft-office-files-with-google-docs-sheets-and-slides/software/
2019-04-11T21:44:12+00:00,可摺疊單車頭盔 Closca 推出全新版本,"四月 12, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/04/12/closca-loop-bike-helmet/life-tech/bike/
2019-04-12T07:11:27+00:00,香港警方更新自動車牌識別系統　兩周半識別 10 萬車輛拘 15 司機,"四月 12, 2019 •,  •",Dennis,https://unwire.hk/2019/04/12/skyeye/fun-tech/
2019-04-11T21:34:43+00:00,DHL 設立網店 App    助商戶打入非洲市場,"四月 12, 2019 •,  •,Tags: ,, ,, ",唐美鳳,https://unwire.hk/2019/04/12/dhl-launches-africa-eshop-app-for-global-retailers-to-sell-into-africa/life-tech/
2019-04-11T02:19:41+00:00,Snapdraon 730 中階處理器發表   Qualcomm 首度採用 8nm 製程,"四月 11, 2019 •,  •,Tags: ,, ,, ,, ",唐美鳳,https://unwire.hk/2019/04/11/qualcomm-announces-3-new-snapdragon-processors/mobile-phone/
2019-04-10T13:50:13+00:00,消息指 Apple 年底前推 31.6 吋顯示屏產品,"四月 11, 2019 •,  •,Tags: ,, ,, ",唐美鳳,https://unwire.hk/2019/04/11/apple-use-mini-led-for-new-displays/notebook/mac-os/
2019-04-11T08:43:29+00:00,【unwire TV】自動彈蓋 + 轉鏡頭 Samsung A80 現場評測,"四月 10, 2019 •,, ,  •",chris,https://unwire.hk/2019/04/10/samsung_a80/unwire_podcast/
2019-04-11T02:00:55+00:00,婦人報警懷疑有賊入屋   到達後發現是吸塵機械人,"四月 11, 2019 •,  •,Tags: ",唐美鳳,https://unwire.hk/2019/04/11/police-911-burglary-suspect-trapped-roomba/fun-tech/
2019-04-10T13:44:58+00:00,自助點餐機系統有 Bug   麥記漢堡包變免費,"四月 11, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/04/11/mcdonalds-customers-discover-hack-to-get-free-hamburger/fun-tech/
2019-04-10T13:49:37+00:00,黑洞照片全球首次發佈　宛如新月結構+中央部份黑暗,"四月 10, 2019 •,  •",Dennis,https://unwire.hk/2019/04/10/blackhole-2/fun-tech/
2019-04-10T13:46:55+00:00,WhatsApp 正開發 iPad 版本   採用分屏介面設計,"四月 11, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/04/11/whatsapp-for-ipad-official-app-under-development/software/ipad-app/
2019-04-10T13:37:36+00:00,Samsung Galaxy A80 中階機系列　 詳細規格+彈蓋式旋轉鏡,"四月 10, 2019 •,  •,Tags: ,, ,, ,, ",Lawton,https://unwire.hk/2019/04/10/samsung-galaxy-a80a70a20/mobile-phone/
2019-04-11T07:23:31+00:00,《男兒當入樽》打卡位太多人　日本鎌倉市禁止遊客危險拍照,"四月 11, 2019 •,  •",Dennis,https://unwire.hk/2019/04/11/slumdunk/fun-tech/
2019-04-11T08:30:38+00:00,香港「電子牛肉乾」警方料第三季採用　全新手提裝置提升執法效率,"四月 11, 2019 •,  •,Tags: ",Dennis,https://unwire.hk/2019/04/11/efine/life-tech/
2019-04-11T07:56:17+00:00,【有片睇】科學家研回收電池新方法　環保無毒取回 90% 以上鋰、鈷離子,"四月 11, 2019 •,  •,Tags: ,, ",Login,https://unwire.hk/2019/04/11/des-recycle-battery/life-tech/green-2/
2019-04-11T07:59:43+00:00,真實版食雞？神秘富豪擬覓私人島上玩「大逃殺」遊戲　勝出者可獲百萬獎金,"四月 11, 2019 •,  •",Dennis,https://unwire.hk/2019/04/11/realroyalbattle/life-tech/
2019-04-11T10:49:05+00:00,互聯網經濟峰會　以科技連繫生活 +通行證優惠,"四月 11, 2019 •,  •,Tags: ,, ,, ,, ,, ,, ",藍骨,https://unwire.hk/2019/04/11/2019-internet-economic-summit/fun-tech/
2019-04-11T10:43:10+00:00,【有片睇】新海誠新作《天氣之子》預告片推出　繼續用細膩畫風描繪東京,"四月 11, 2019 •,  •,Tags: ,, ",Dennis,https://unwire.hk/2019/04/11/weathering-with-you/movie-2/
2019-04-11T08:24:11+00:00,【有片睇】Bandai Namco 推四驅車手機遊戲　3D 掃描零件 + 真實引擎錄音,"四月 11, 2019 •,  •,Tags: ",Dennis,https://unwire.hk/2019/04/11/bandainamcotamiya/game-channel/
2019-04-11T10:42:02+00:00,【評測】SHF Captain Marvel　面相不錯+造型細緻,"四月 11, 2019 •,, ,  •,Tags: ,, ,, ",Login,https://unwire.hk/2019/04/11/794684bandai-s-h-figure-captain-marvel/shop_guide/
2019-04-10T09:05:33+00:00,IBM AI 系統預測員工何時想「劈炮」　準確率高達 95%,"四月 10, 2019 •,  •,Tags: ,, ,, ",Login,https://unwire.hk/2019/04/10/ibm-ai/life-tech/
2019-04-15T11:23:20+00:00,【搶先看】太古城《權力遊戲》展　600 磅「鐵王座」+ 6米巨冰龍,"四月 10, 2019 •,, ,, ,  •,Tags: ,, ",雞蛋妹,https://unwire.hk/2019/04/10/games-of-throne/hottopic/
2019-04-10T06:42:24+00:00,2019國際資訊科技博覽月中揭幕　探討未來智慧生活前景,"四月 10, 2019 •,  •,Tags: ,, ,, ,, ",藍骨,https://unwire.hk/2019/04/10/ict-expo-2019/life-tech/
2019-04-12T04:55:58+00:00,csl x Nokia 9 PureView 體驗日　五鏡旗艦上手玩+豐富優惠,"四月 10, 2019 •,  •,Tags: ,, ,, ,, ,, ,, ",藍骨,https://unwire.hk/2019/04/10/csl-x-nokia-9-pureview/mobile-phone/
2019-04-10T13:35:57+00:00,【現場評測】Samsung Galaxy A80　真全熒幕+全自動彈蓋旋轉鏡頭,"四月 10, 2019 •,  •,Tags: ,, ,, ,, ",Lawton,https://unwire.hk/2019/04/10/samsunggalaxya80/mobile-phone/
2019-04-10T07:33:51+00:00,Faleemi BC01-Kit IP Camera　真無線+內建電池,"四月 10, 2019 •,  •,Tags: ,, ,, ",Edward,https://unwire.hk/2019/04/10/faleemi-bc01-kit-ip-camera/wireless-home/
2019-04-10T08:48:32+00:00,Android 間諜程式 Exodus 被發現有 iOS 版本　可收集用戶相片影音,"四月 10, 2019 •,, ,  •,Tags: ,, ",Dennis,https://unwire.hk/2019/04/10/iosexodus/tech-secure/
2019-04-10T06:59:27+00:00,Facebook 新功能悼念離世親朋戚友　回顧逝者生活點滴　,"四月 10, 2019 •,  •,Tags: ",Dennis,https://unwire.hk/2019/04/10/facebook-9/life-tech/
2019-04-09T17:10:14+00:00,小米有品推智能單車鎖   內建指紋掃描解鎖,"四月 10, 2019 •,  •,Tags: ,, ,, ",唐美鳳,https://unwire.hk/2019/04/10/xiaomi-smart-car-lock-fingerpritn-sensor/life-tech/bike/
2019-04-09T17:04:11+00:00,Tesla 哨兵模式協助三藩市警方拘捕竊匪,"四月 10, 2019 •,  •,Tags: ,, ,, ",唐美鳳,https://unwire.hk/2019/04/10/tesla-sentry-mode-burglar-caught/life-tech/auto/
2019-04-10T06:00:34+00:00,分析師：16 吋 MacBook Pro 或於 2021 年推出　 今年面世無望,"四月 10, 2019 •,, ,  •,Tags: ",Dennis,https://unwire.hk/2019/04/10/macbook2021/notebook/
2019-04-09T08:10:18+00:00,Arlo Pro2 無線監控系統優惠　半價可換智能門鈴,"四月 9, 2019 •,, ,  •,Tags: ,, ,, ",Login,https://unwire.hk/2019/04/09/arlo-pro2/shop_guide/
2019-04-09T09:25:16+00:00,華為或對外出售 5G 晶片　指定 Apple 為唯一合作對象,"四月 9, 2019 •,  •,Tags: ,, ,, ,, ",Login,https://unwire.hk/2019/04/09/huawei-apple/mobile-phone/
2019-04-09T07:31:24+00:00,亞洲智能應用程式大獎啟動　為本地 App 業界開拓交流平台,"四月 9, 2019 •,  •,Tags: ,, ,, ",藍骨,https://unwire.hk/2019/04/09/asa-best-asia-app-contest-2019/software/
2019-04-09T09:45:54+00:00,【評測】LG G8 ThinQ     隔空手勢操控過癮 + 鏡頭保持水準,"四月 9, 2019 •,, ,, ,  •,Tags: ,, ,, ,, ",Edward,https://unwire.hk/2019/04/09/lg-g8-thinq-review/mobile-phone/
2019-04-10T08:15:01+00:00,Windows 10 不再強制更新　每月更新檔可自選下載,"四月 9, 2019 •,  •,Tags: ",Login,https://unwire.hk/2019/04/09/windows-10-update/software/win10/
2019-04-15T03:50:51+00:00,csl x HUAWEI P30 | P30 Pro 旅攝試影會　親身體驗旅行攝影新角度,"四月 9, 2019 •,  •,Tags: ,, ,, ,, ",小白,https://unwire.hk/2019/04/09/csl_huawei-p30-preevent/mobile-phone/
2019-04-09T06:56:06+00:00,台積電已完成 5nm 製程設計架構　2020 年 iPhone 將採用有關技術？,"四月 9, 2019 •,  •,Tags: ,, ,, ",Login,https://unwire.hk/2019/04/09/tsmc-5nm/fun-tech/
2019-04-09T11:48:22+00:00,政府豁免業界申請《遊戲機中心條例》　民政事務總署公布電競場地領牌新指引　,"四月 9, 2019 •,  •,Tags: ,, ",Login,https://unwire.hk/2019/04/09/hk-esport/fun-tech/
2019-04-10T10:14:51+00:00,【評測】Jaguar I-PACE EV 400 First Edition 電動 SUV　超跑馬力+豪華寬敞,"四月 9, 2019 •,, ,  •,Tags: ,, ,, ",Lawton,https://unwire.hk/2019/04/09/jaguar-i-pace-ev-400-first-edition/life-tech/
2019-04-11T11:33:06+00:00,Casio G-SHOCK GRAVITYMASTER 系列到港 　全新碳纖保護架構+藍牙連接手機,"四月 9, 2019 •,, ,  •",Lawton,https://unwire.hk/2019/04/09/casio-g-shock-gravitymaster/life-tech/
2019-04-09T17:27:54+00:00,IKEA、SONOS 合作揚聲器家具發表   最平 $800 有找 8 月上市,"四月 10, 2019 •,  •,Tags: ,, ,, ",唐美鳳,https://unwire.hk/2019/04/10/ikea-sonos-symfonisk/mobile-music/
2019-04-09T17:24:29+00:00,膠樽咖啡渣為原料   環保衛衣開放眾籌,"四月 10, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/04/10/evolution-hoodie-made-from-recycled-coffee-grounds/life-tech/green-2/
2019-04-10T07:38:13+00:00,研究指數碼音樂比傳統唱片製造更多溫室氣體,"四月 10, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/04/10/digital-music-consumption-greenhouse-gas-study/mobile-music/
2019-04-07T09:27:26+00:00,Yashica 將推出 35mm 菲林  但預告照片錯漏百出,"四月 7, 2019 •,  •,Tags: ,, ,, ",藍骨,https://unwire.hk/2019/04/07/yashica-is-launching-its-own-35mm-film-photographers-groan/dc/photogism/
2019-04-08T14:00:17+00:00,Samsung 宣佈大量投產 3 款晶片   包括 5G Modem,"四月 9, 2019 •,  •",唐美鳳,https://unwire.hk/2019/04/09/samsung-5g-chips/mobile-phone/
2019-04-08T13:43:13+00:00,iOS 12.2 加入保養到期日顯示功能,"四月 9, 2019 •,  •,Tags: ",唐美鳳,https://unwire.hk/2019/04/09/ios-12-2-has-a-handy-new-timesaving-feature-for-when-your-iphone-or-ipad-breaks-down/software/ios-app/
2019-04-08T13:53:20+00:00,Android Q 將加入類似 3D Touch 操控功能,"四月 9, 2019 •,  •,Tags: ",唐美鳳,https://unwire.hk/2019/04/09/android-q-gets-3d-touch-pressure-sensitivity-support/software/android-app/
2019-04-07T09:09:40+00:00,Microsoft 軍用 HoloLens 2 登場   AR 戰場似遊戲畫面,"四月 7, 2019 •,  •,Tags: ,, ,, ,, ",藍骨,https://unwire.hk/2019/04/07/microsoft-hololens-2-army-plans-to-customize-as-ivas-html/fun-tech/
2019-04-08T13:51:06+00:00,兩年前的 Facebook 留言   竟然令人進入杜拜後被拘捕,"四月 9, 2019 •,  •,Tags: ",唐美鳳,https://unwire.hk/2019/04/09/two-year-old-facebook-post-could-result-in-jail-time-for-visitor-to-dubai/life-tech/social-network/
2019-04-08T13:55:57+00:00,Windows 10 將加入 USB 儲存器用戶期待已久新功能,"四月 9, 2019 •,  •,Tags: ",唐美鳳,https://unwire.hk/2019/04/09/windows-10-will-soon-let-you-pull-out-usb-sticks-at-any-time/software/win10/
2019-04-07T09:57:58+00:00,遊戲王官方大賽禁止發出異味人士參與,"四月 7, 2019 •,  •,Tags: ,, ",藍骨,https://unwire.hk/2019/04/07/gaming-tournament-bans-players-who-raise-a-literal-stink/fun-tech/
2019-04-07T10:23:42+00:00,傳 Apple 終於打算分拆 Mac 版 iTunes 功能,"四月 7, 2019 •,  •,Tags: ,, ",藍骨,https://unwire.hk/2019/04/07/apple-music-podcasts-apps-macos/software/
2019-04-07T21:41:42+00:00,VW 將在德國漢堡測試 Level 4 自動駕駛,"四月 8, 2019 •,  •,Tags: ,, ,, ",唐美鳳,https://unwire.hk/2019/04/08/volkswagen-begins-level-4-autonomous-driving-testing-in-hamburg/life-tech/love-your-child/
2019-04-07T21:27:39+00:00,Hyundai 澄清並未和騰訊合作開發自動汽車軟件,"四月 8, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/04/08/hyundai-denied-working-with-tencent-on-safety-system/life-tech/auto/
2019-04-07T21:32:57+00:00,不及時刪除恐怖主義內容   英國將向社交網站罰款,"四月 8, 2019 •,  •,Tags: ",唐美鳳,https://unwire.hk/2019/04/08/uk-will-fine-facebook-instagram-for-hosting-terrorist-content/life-tech/social-network/
2019-04-07T21:38:42+00:00,Rimowa 為 Bang & Olufsen 耳機推出特別版保護盒,"四月 8, 2019 •,  •,Tags: ,, ,, ",唐美鳳,https://unwire.hk/2019/04/08/bang-olufsen-crossover-rimowa/mobile-music/headphones/
2019-04-07T21:56:07+00:00,GPD Win2 Max 開發中  將採用 AMD 處理器,"四月 8, 2019 •,  •,Tags: ",唐美鳳,https://unwire.hk/2019/04/08/gpd-win2-max/game-channel/
2019-04-08T06:14:18+00:00,【有片睇】Samsung Galaxy S10 被 3D 打印指紋解鎖 　整個過程只需 13 分鐘,"四月 8, 2019 •,, ,  •,Tags: ,, ",Login,https://unwire.hk/2019/04/08/samsung-s10-3d-print-unlock/tech-secure/
2019-04-08T08:54:45+00:00,NEOGEO mini 錢罌底座　重現街機投幣式快感,"四月 8, 2019 •,  •,Tags: ",Login,https://unwire.hk/2019/04/08/neogeo-mini-2/game-channel/
2019-04-08T05:52:03+00:00,Netflix 近期內無意進軍中國　產品總監：北京希望掌控媒體,"四月 8, 2019 •,  •,Tags: ,, ",Login,https://unwire.hk/2019/04/08/netflix-dont-go-china/fun-tech/
2019-04-08T14:28:39+00:00,【評測】WD Black SN750 NVMe SSD 　寫速超3000MB/s＋遊戲模式,"四月 8, 2019 •,  •,Tags: ,, ,, ,, ",Lawton,https://unwire.hk/2019/04/08/wd-black-sn750-nvme-ssd-2/notebook/
2019-04-08T14:13:31+00:00,市建局將採用「電子飛氈」智能泊車系統　車位數量即時提升七成,"四月 8, 2019 •,  •,Tags: ,, ",Login,https://unwire.hk/2019/04/08/ura-smart-parking-2/life-tech/
2019-04-08T14:11:38+00:00,【有片睇】BMW 推出恐怖廣告　模擬自駕車撞鬼情況？　,"四月 8, 2019 •,  •,Tags: ,, ",Login,https://unwire.hk/2019/04/08/bmw-scary-adv/life-tech/auto/
2019-04-06T02:23:47+00:00,Apple Music 在美國市場正式超越 Spotify,"四月 6, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/04/06/apple-music-beats-spotify-in-us-market/mobile-music/
2019-04-06T09:20:03+00:00,兩大陸留學生以假 iPhone 詐騙 Apple 被捕,"四月 6, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/04/06/fake-iphones-scam-two-chinese-students-arrested-in-us/mobile-phone/
2019-04-07T10:07:57+00:00,芝加哥 5G 流動網路捱轟 　外媒：多走幾步就沒訊號,"四月 7, 2019 •,  •,Tags: ",Lawton,https://unwire.hk/2019/04/07/chikago5g/life-tech/
2019-04-07T08:52:41+00:00,「頻繁跳槽」應下調個人社會信用評分？中國浙江人力資源局官員言論捱轟,"四月 7, 2019 •,  •,Tags: ",Lawton,https://unwire.hk/2019/04/07/changingjobs/life-tech/
2019-04-06T02:17:46+00:00,哈里王子和夫人梅根以 Instagram 打破健力士世界紀錄,"四月 6, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/04/06/instagram-sussexroyal-broke-record/fun-tech/
2019-04-07T09:35:02+00:00,【有片睇】日「鐵膠」指罵過路人惹公憤 　風景摧毀者相片熱傳,"四月 7, 2019 •,, ,  •,Tags: ",Lawton,https://unwire.hk/2019/04/07/trainphoto/dc/
2019-04-06T02:20:39+00:00,Netflix App 停止支援 iOS AirPlay 功能,"四月 6, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/04/06/netflix-app-no-longer-supports-airplay/software/ios-app/
2019-04-06T07:44:45+00:00,美國機迷收藏逾 2 萬款遊戲 　被列入健力士世界紀錄「全球最齊遊戲收藏庫」,"四月 6, 2019 •,  •,Tags: ",Lawton,https://unwire.hk/2019/04/06/gamecollection/game-channel/
2019-04-06T13:38:48+00:00,韓國 5G 流動通訊啟用　 外媒：實際速度快4G四倍,"四月 6, 2019 •,, ,  •,Tags: ",Lawton,https://unwire.hk/2019/04/06/5gkorea/fun-tech/
2019-04-06T04:50:48+00:00,Amazon Alexa 將推出自家智能耳機  對抗 Siri 和 Google Assistant,"四月 6, 2019 •,  •,Tags: ,, ,, ",藍骨,https://unwire.hk/2019/04/06/amazon-is-said-to-ready-airpods-rival-as-first-alexa-wearable/mobile-phone/phone-parts/
2019-04-06T12:00:47+00:00,麻省理工大學暫停華為中興合作計劃  將嚴格審查香港等地資金,"四月 6, 2019 •,  •,Tags: ,, ,, ",藍骨,https://unwire.hk/2019/04/06/mit-huawei-zte/fun-tech/
2019-04-06T14:55:45+00:00,Amazon 將發射三千多枚衛星  向全球提供網絡服務,"四月 6, 2019 •,  •,Tags: ,, ,, ",藍骨,https://unwire.hk/2019/04/06/amazon-project-kuiper-broadband-satellite/fun-tech/
2019-04-07T02:03:57+00:00,Sony 發表三防外置 SSD 硬碟,"四月 7, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/04/07/sony-unveils-ultra-tough-external-ssds-for-photographers/dc/cam-parts/
2019-04-07T02:05:59+00:00,韓國車廠 Hyundai 夥拍騰訊研發自動駕駛軟件,"四月 7, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/04/07/hyundai-tencent-autonomous-vehicle-software/life-tech/auto/
2019-04-07T02:01:53+00:00,發現突發心臟問題   Apple Watch 再救人一命,"四月 7, 2019 •,, ,  •,Tags: ",唐美鳳,https://unwire.hk/2019/04/07/apple-watch-detected-abnormal-heart-rate/life-tech/health/
